[MAIN] Program just started!
[CUDA] GPU initialization took 259 ms!

Lin,NV12,YUV422P,1280x720,1.746,1.23595,1.801,0.652,0.394594,0.260525,0.580834, , , ,
Lin,NV12,YUV422P,2560x1440,4.023,2.83015,2.774,0.943,0.455688,1.16863,1.20583, , , ,
Lin,NV12,YUV422P,3840x2160,7.269,5.47939,4.464,1.397,0.491501,2.89593,2.09195, , , ,
Lin,NV12,YUV420P,1024x576,1.336,0.939318,1.653,0.581,0.417179,0,0.522139, , , ,
Lin,NV12,YUV420P,1280x720,1.733,0.98285,1.78,0.64,0.405147,0,0.577703, , , ,
Lin,NV12,YUV420P,2560x1440,3.59,1.55062,2.769,0.931,0.41549,0,1.13513, , , ,
Lin,NV12,YUV420P,3840x2160,6.352,2.51866,4.459,1.401,0.46931,0,2.04935, , , ,
Lin,NV12,NV12,1024x576,2.057,1.07188,1.651,0.58,0.409821,0.135511,0.526546, , , ,
Lin,NV12,NV12,1280x720,2.838,1.18699,1.809,0.653,0.39612,0.212166,0.578703, , , ,
Lin,NV12,NV12,2560x1440,6.333,2.58516,2.774,0.938,0.43681,0.982939,1.16541, , , ,
Lin,NV12,NV12,3840x2160,12.363,4.87291,4.466,1.402,0.464922,2.33045,2.07753, , , ,
Cub,NV12,UYVY422,1024x576,5.612,1.20635,1.651,0.578,0.397162,0.154088,0.655102, , , ,
Cub,NV12,UYVY422,1280x720,7.301,1.41128,1.801,0.65,0.399779,0.263107,0.748396, , , ,
Cub,NV12,UYVY422,2560x1440,20.724,3.60718,2.825,0.986,0.453872,1.18959,1.96372, , , ,
Cub,NV12,UYVY422,3840x2160,45.009,7.04392,4.484,1.418,0.481092,2.8454,3.71743, , , ,
Cub,NV12,YUV422P,1024x576,2.054,1.21161,1.652,0.58,0.402014,0.164733,0.644861, , , ,
Cub,NV12,YUV422P,1280x720,2.567,1.40515,1.777,0.638,0.384764,0.248531,0.771857, , , ,
Cub,NV12,YUV422P,2560x1440,5.082,3.61055,2.807,0.953,0.450469,1.20018,1.9599, , , ,
Cub,NV12,YUV422P,3840x2160,9.71,7.13991,4.478,1.41,0.482802,2.9355,3.7216, , , ,
Cub,NV12,YUV420P,1024x576,2.026,1.05146,1.651,0.578,0.407266,0,0.644192, , , ,
Cub,NV12,YUV420P,1280x720,2.46,1.15185,1.798,0.649,0.408833,0,0.743012, , , ,
Cub,NV12,YUV420P,2560x1440,4.369,2.32204,2.767,0.935,0.418498,0,1.90354, , , ,
Cub,NV12,YUV420P,3840x2160,8.093,4.17461,4.462,1.395,0.466862,0,3.70775, , , ,
Cub,NV12,NV12,1024x576,3.257,1.18188,1.667,0.587,0.402723,0.133584,0.645574, , , ,
Cub,NV12,NV12,1280x720,3.976,1.35716,1.782,0.64,0.397654,0.215297,0.744208, , , ,
Cub,NV12,NV12,2560x1440,8.843,3.30872,2.77,0.943,0.416468,0.991457,1.9008, , , ,
Cub,NV12,NV12,3840x2160,18.131,6.51047,4.465,1.398,0.455413,2.33933,3.71572, , , ,
