[MAIN] Program just started!
[CUDA] GPU initialization took 268 ms!

NN,UYVY422,UYVY422,1024x576,2.136,1.47142,2.061,0.714,0.601499,0.171869,0.698053, , , ,
NN,UYVY422,UYVY422,1280x720,4.942,1.66285,2.185,0.751,0.605556,0.273864,0.783426, , , ,
NN,UYVY422,UYVY422,2560x1440,8.249,3.94457,3.617,1.226,0.667946,1.23481,2.04181, , , ,
NN,UYVY422,UYVY422,3840x2160,15.798,7.3244,5.791,1.867,0.71613,2.90073,3.70754, , , ,
NN,UYVY422,YUV422P,1024x576,1.471,1.30746,2.063,0.712,0.61219,0,0.695271, , , ,
NN,UYVY422,YUV422P,1280x720,3.914,1.39051,2.19,0.751,0.614317,0,0.776191, , , ,
NN,UYVY422,YUV422P,2560x1440,4.151,2.69365,3.583,1.194,0.665547,0,2.02811, , , ,
NN,UYVY422,YUV422P,3840x2160,6.727,4.40323,5.92,1.883,0.712305,0,3.69092, , , ,
NN,UYVY422,YUV420P,1024x576,1.031,1.08884,1.612,0.567,0.510544,0,0.578299, , , ,
NN,UYVY422,YUV420P,1280x720,2.297,1.17253,1.717,0.614,0.504975,0,0.667559, , , ,
NN,UYVY422,YUV420P,2560x1440,5.5,2.06419,2.767,0.942,0.519621,0,1.54457, , , ,
NN,UYVY422,YUV420P,3840x2160,6.19,3.36937,4.458,1.419,0.566555,0,2.80281, , , ,
NN,UYVY422,NV12,1024x576,1.402,1.22767,1.656,0.594,0.499285,0.133792,0.594598, , , ,
NN,UYVY422,NV12,1280x720,2.899,1.3826,1.723,0.621,0.495161,0.212,0.675434, , , ,
NN,UYVY422,NV12,2560x1440,7.731,3.03713,2.794,0.938,0.510425,1.00362,1.52309, , , ,
NN,UYVY422,NV12,3840x2160,11.104,5.78047,4.459,1.438,0.595187,2.33061,2.85468, , , ,
Lin,UYVY422,UYVY422,1024x576,4.652,1.47946,2.132,0.706,0.60689,0.169249,0.703322, , , ,
Lin,UYVY422,UYVY422,1280x720,6.584,1.68713,2.245,0.744,0.626455,0.247926,0.812748, , , ,
Lin,UYVY422,UYVY422,2560x1440,8.87,4.0119,3.694,1.214,0.709154,1.29303,2.00972, , , ,
